id,punto_lev,id_unico,folio,calle_lev,calle_1,calle_2,resul,f1,p1,munori,p2_col,p2_ref1,p2_ref2,p3,mundes,p4_col,p4_ref1,p4_ref2,p5,p6,p7_hr,p7_min,p8_hr,p8_min,p9,p9_1,p10,p11,p11_1,p12,p13,p14_1,p14_2,p14_3,p14_4,p15,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p17,p17_1,p17_2,p17_3,p18,p19,p20,p21_nivel,nivel,p21_ano,p22,p23,p23_1,p24,p24_1,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p26_7,p26_8,p27,factor
959,158,2384,6,SCHILLER,MASARICK,C. ELISEOS,1,38,2,9016,POLANCO,,,2,9016,POLANCO,,,8,8,14,10,14,40,1,3.0,4.0,1,1.0,8.0,1.0,4,4,4,4,1,1,1,1,1,1,1,1,2,1,2.0,9.0,1.0,1,1.0,1,5,3,1,0,5000,3,1,2,2,1,1,1,2,2,2,2,1,4,99.05
960,158,2390,12,SCHILLER,C. ELISEOS,MASARYK,1,25,2,9016,POLANCO,,,1,9015,BUENOS AIRES,,,5,2,19,0,19,45,2,0.0,,2,0.0,,2.0,2,1,4,2,9,1,2,1,2,1,2,2,2,2,,,,2,,1,8,5,4,0,15000,5,3,2,1,1,2,2,2,2,2,2,2,4,99.05
961,158,2379,1,SCHILLER,MASARICK,FLORACIO,1,29,1,9016,POLANCO,,,2,9015,ROMA SUR,,,5,1,10,25,11,17,2,0.0,,2,0.0,,1.0,1,1,1,2,10,1,1,2,2,1,1,2,2,1,2.0,3.0,1.0,2,,2,8,5,5,800,50000,6,1,1,1,2,2,2,2,2,2,2,2,4,99.05
962,159,2402,11,REFORMA,MAHATMA GANDHI,,1,33,2,9016,BOSQUE,,,1,9015,SAN COSME,METRO,,5,5,14,50,15,15,2,0.0,,2,0.0,,1.0,4,4,4,4,10,1,1,1,2,1,1,1,2,1,3.0,3.0,2.0,2,,1,5,3,2,988888,999999,9,1,2,1,1,2,1,2,2,2,1,1,4,279.62
963,159,2399,8,REFORMA,MAHATMA GANDHI,,1,31,2,9016,TORRE MAYOR,,,7,9016,BOSQUE,,,1,10,13,0,14,0,2,0.0,,1,1.0,6.0,2.0,4,4,4,4,8,1,2,1,2,2,2,2,2,2,,,,2,,2,8,5,5,999999,999999,9,3,2,1,1,2,2,2,2,2,2,2,5,279.62
964,163,51,4,AV.MORELOS,FRAY SERVANDO TERESA DE MIER,,1,32,1,9009,TECAXTITLA,,,2,9009,CENTRO MILPA ALTA,,,1,1,8,45,9,18,2,0.0,,2,0.0,,2.0,2,3,1,2,2,1,1,2,2,2,2,1,1,2,,,,2,,1,4,3,3,200,6000,4,1,2,4,2,2,2,2,2,2,2,2,4,40.38051541
965,166,2449,5,VA LAS CRUCES,LA PURISIMA,PROL. LAS CRUCES,1,36,1,9009,SAN LORENZO TLACOYUCAN,CALLE INSURGENTES,,4,9009,CENTRO,MERCADO,TRIANGULO,4,4,15,15,15,45,2,0.0,,2,0.0,,1.0,4,8,8,4,10,2,2,2,2,2,2,2,2,2,,,,2,,1,5,3,2,100,4000,3,1,2,2,1,2,2,2,2,2,2,1,4,33.72
966,170,2464,5,AV. MIGUEL HIDALGO,NI?OS HEROES,,1,23,1,9009,SAN PEDRO ATOPAN,,,2,9009,LA FEDERAL,,,4,1,10,0,10,20,2,0.0,,2,0.0,,1.0,1,4,4,4,3,1,2,2,2,1,1,2,1,1,1.0,3.0,2.0,2,,1,5,3,2,20,5500,3,1,2,3,2,2,1,2,2,2,2,1,4,31.65
967,173,2495,3,RICARDO MONGUES LOPEZ,LA GITANA,,1,59,1,9011,NOPALERA,,,2,9011,NOPALERA,,,5,1,10,50,11,45,1,1.0,4.0,1,1.0,8.0,1.0,4,4,4,4,1,2,1,2,2,2,1,2,1,1,3.0,3.0,2.0,2,,1,4,3,3,200,4000,3,1,2,3,2,2,1,2,2,2,1,2,4,297.7
968,174,2505,3,LA TURBA,JOSE TARTINI,LA HEBREA,1,51,7,9011,MIGUEL HIDALGO,JOSE TARTINI,ALBERCA OLIMPICA,1,9011,MIGUEL HIDALGO,JOSE TARTINI,ELIAS SALOMONES,5,2,10,45,11,0,2,0.0,,2,0.0,,2.0,2,3,4,3,1,2,1,2,2,2,2,1,1,2,,,,2,,1,5,4,3,100,10000,4,1,2,4,2,2,2,2,2,2,2,1,6,264.62
969,174,2504,2,LA TURBA,JOSE TARTINI,LA HEBREA,1,44,1,9011,LA CONCHITA,DIEGO RIVERA,LORENZO PEREZ,2,9011,LA TURBA,PLAZA LA TURBA,,2,1,8,20,8,45,2,0.0,,2,0.0,,1.0,3,4,4,4,9,2,2,2,2,2,1,2,2,1,2.0,9.0,1.0,2,,1,7,4,2,100,3000,2,1,2,4,2,2,1,2,2,2,2,1,4,264.62
970,174,2503,1,LA TURBA,JOSE TARTINI,LA HEBREA,1,24,1,9011,MIGUEL HIDALGO,PINDARO,,7,9011,MIGUEL HIDALGO,ALBERCA OLIMPICA,LA TURBA,1,6,7,10,7,30,2,0.0,,2,0.0,,1.0,2,3,8,3,1,2,1,2,2,1,1,2,2,2,,,,1,1.0,1,5,4,3,200,999999,9,1,2,4,1,2,1,2,2,2,2,2,4,264.62
971,176,2533,10,AV. JULIO DELGADO,JULIO DELGADO,DE LA ROSA,1,41,1,9011,TEMPILULI,LIBERTAD,,5,9011,LA TURBA,CALAMAR,,5,10,15,30,16,50,1,1.0,2.0,2,0.0,,8.0,8,4,8,8,2,1,2,8,8,1,1,1,1,2,,,,2,,1,3,2,6,50,999999,9,1,2,1,2,2,2,2,2,2,2,2,3,49.07
972,177,2542,5,SAN RAFAEL ATIXCO,SAN RAFAEL ATLIXCO,CAMINO REAL,1,52,1,9011,SAN FRANCISCO TLALTENCO,,,7,9011,SAN FRANCISCO TLALTENCO,CAMINO REAL MINAS,,5,6,19,10,19,30,2,0.0,,2,0.0,,1.0,4,4,4,4,1,1,2,2,2,2,1,2,1,2,,,,2,,1,5,4,3,70,1900,2,1,2,4,2,2,2,2,2,2,2,2,4,218.94
973,180,2554,3,MAR DE LLUVIAS,CRATER ERATOSTENES,,1,54,1,9011,SANTA CATARINA,VIAS DEL TREN,,5,9011,SELENE,MAR DE LOS AMORES,,5,8,11,0,12,20,1,1.0,2.0,2,0.0,,2.0,3,4,8,8,2,2,1,2,2,1,1,2,1,2,,,,2,,1,3,2,6,100,8000,4,1,2,1,1,2,2,2,2,2,2,2,3,45.68
974,181,2571,10,AGRICULTURA,EL PIPILA,AGRICULTURA,1,45,1,9011,LA CONCEPCION,,,7,9011,SANTA CATARINA,,,4,5,14,50,15,20,2,0.0,,2,0.0,,1.0,4,4,4,4,1,2,2,2,2,1,2,2,2,1,1.0,9.0,1.0,1,1.0,1,4,3,3,988888,7500,4,1,2,1,2,2,2,2,2,2,2,1,4,46.65
975,181,2562,1,AGRICULTURA,EL PIPILA,,1,23,1,9011,LA CONCEPCION,,,4,9011,SNATA CATARINA,,,4,4,8,40,9,0,1,2.0,2.0,2,0.0,,1.0,3,4,4,4,2,1,1,2,2,1,1,2,2,1,2.0,9.0,1.0,1,1.0,1,4,3,3,50,4800,3,1,2,1,2,2,2,2,2,2,2,1,6,46.65
976,182,2577,3,AV CUITLAHUAC,AV CUITLAHUAC,,1,31,1,9011,XICO,,,2,15122,XICO,,,5,1,12,10,12,45,1,1.0,2.0,2,0.0,,1.0,2,4,4,4,1,1,1,2,1,2,2,2,2,1,1.0,6.0,2.0,2,,1,4,3,3,200,5000,3,1,2,1,2,2,2,2,2,2,2,2,3,11.25
977,183,2592,11,DR. JUAN PALOMO MARTINEZ,20 DE NOVIEMBRE,LOS REYES,1,38,1,9011,BARRIO DE SAN JUAN,GALEANA,SAN JUAN,7,9011,SAN ANDRES,JAZMIN NO.4,AV. ACUEDUCTO,5,6,16,0,16,15,2,0.0,,2,0.0,,1.0,4,4,4,4,1,2,2,2,2,1,1,2,2,2,,,,2,,2,5,4,3,50,8000,4,1,2,1,1,2,1,2,2,2,2,2,4,117.01
978,185,2613,7,CAMINO REAL,PINOS,CAMINO REAL,1,33,4,9011,OLIVOS,,,1,9011,SAN JOSE,,,4,2,99,99,99,99,2,0.0,,2,0.0,,2.0,4,8,9,9,7,2,2,2,2,2,2,2,2,1,2.0,5.0,2.0,1,1.0,1,5,4,3,500,6000,3,1,2,4,1,2,2,2,2,2,2,2,4,124.68
979,185,2618,12,CAMINO REAL,PINOS,CAMINO REAL,1,50,2,9011,SAN JUAN,,,1,9011,SAN JUAN,,,1,2,15,10,16,30,2,0.0,,2,0.0,,2.0,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2.0,7.0,1.0,1,1.0,1,4,3,3,200,800,1,1,2,4,2,2,1,2,2,2,2,2,4,124.68
980,186,2629,7,JOSE LOPEZ PORTILLO,PEDRO HERNANDEZ SILVA,,1,15,1,9009,TECOMIC,,,5,9011,PEÐA ALTO,,,5,10,11,15,11,55,2,0.0,,2,0.0,,2.0,4,4,4,4,7,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,500,999999,1,1,2,4,2,2,1,2,2,2,2,1,4,118.92
981,187,2650,8,EMILIANO ZAPATA,RIO SECO,AGUA DULCE,1,16,2,9007,EMILIANO ZAPATA,,,1,9011,SAN AGUSTIN,,,5,2,13,30,13,50,2,0.0,,2,0.0,,1.0,4,4,4,4,9,2,2,2,2,1,1,1,1,2,,,,2,,1,4,3,3,988888,999999,9,1,1,4,2,2,2,2,2,2,2,2,4,310.78
982,188,2656,1,POPOLNAH,HAMPOLOL,ZUDZAL,1,43,1,9012,SAN NICOLAS,,,2,9012,HERTOS,,,4,1,9,15,10,10,2,0.0,,2,0.0,,1.0,4,4,4,4,3,2,1,2,2,1,1,1,1,2,,,,2,,1,4,2,2,20,999999,3,1,2,4,2,2,1,2,2,2,2,1,6,29.94
983,189,84,6,"AV, UNION",YAXKUKUL,COTOY,1,33,1,9012,POPULAR SANTA 3,SAMAL,,7,9003,DIVISION DEL NORTE,,,3,9,16,20,17,0,2,0.0,,2,0.0,,2.0,3,2,3,3,2,1,1,2,2,2,2,2,1,1,2.0,9.0,1.0,1,1.0,1,8,5,4,100,8000,4,1,2,1,2,2,2,2,2,2,2,2,4,21.05083192
984,190,2669,2,BOULEVARD PICACHO AJUSCO Y TIZIMIN,BOULEVAR PICACHO AJUSCO,TIZIMIN,1,52,1,9012,SANTA TERESA,,,2,9012,AMPLIACION MIGUEL,,,5,1,10,30,11,10,1,1.0,4.0,2,0.0,,2.0,2,3,3,3,10,1,1,2,2,1,1,2,1,2,,,,2,,1,3,1,5,200,999999,2,1,2,2,1,2,2,2,2,2,2,2,3,28.07
985,191,2688,14,DZITAS,FERROCARRIL DECUERNAVACA,SISAL,1,44,2,9012,SAN NICOLAS,,,7,9012,SAN NICOLAS,1,10,6,8,9,0,15,0,1,6.0,4.0,1,12.0,8.0,2.0,4,1,4,4,1,2,2,2,2,1,2,2,2,1,1.0,3.0,2.0,1,1.0,1,4,3,3,100,8000,4,1,2,1,1,2,2,1,2,2,2,2,1,43.74
986,195,2728,11,TENORIOS,ALGODONALES,,1,60,1,9012,TRES FUENTES,CALLE DE LAS BRUJAS,,7,9012,TRES FUENTES,CALLE DE LAS BRUJAS,,5,6,12,50,14,44,2,0.0,,2,0.0,,1.0,1,1,3,4,6,2,2,2,2,1,1,1,2,1,2.0,9.0,1.0,1,1.0,1,8,5,5,5,999999,9,1,2,4,2,2,1,2,1,2,2,2,4,42.1
987,198,2760,1,BOULEVARD PICACHO AJUSCO,ENCINOS,TRANSFERENCIA DE DESECHOS,1,14,1,9012,MIGUEL HIDALGO,TULE,ACANTO,5,9012,MIGUEL HIDALGO,,,5,10,12,30,13,20,1,1.0,2.0,2,0.0,,2.0,8,8,8,8,4,2,2,2,2,2,2,2,2,2,,,,2,,1,3,1,5,15,988888,9,1,2,4,2,2,2,2,2,2,2,2,4,149.69
988,203,27,2,CAMINO ANTIGUO A CUERNAVACA,TEXIMILCO,CAMINO ANTIGUO A CUERNAVACA,1,14,1,9012,SAN PABLO,,,2,9012,,CENTRO DE TOPILEJO,,5,1,10,30,10,50,2,0.0,,2,0.0,,8.0,3,2,2,2,10,1,1,2,2,1,1,1,2,1,1.0,9.0,2.0,2,,1,3,2,6,100,999999,3,1,2,1,2,2,2,2,2,2,2,2,4,52.39318166
989,209,2817,3,AV. MEXICO AJUSCO,AV. ARENAL,,1,62,7,9012,MAGDALENA,,,1,9012,CHICALCO,,,5,2,13,10,13,59,2,0.0,,2,0.0,,1.0,4,4,4,4,10,2,2,2,2,2,2,2,2,2,,,,1,2.0,1,3,1,5,100,2600,2,1,2,4,2,2,2,2,2,2,2,2,4,18.71
990,211,2857,6,INSURGENTE SUR,LIMANTITLA,CANTERA,1,59,2,9012,SANTA URSULA,TICITLAN,TLALPAN,2,9012,,,,9,1,12,45,99,99,1,1.0,4.0,1,1.0,8.0,1.0,4,4,4,4,10,1,1,1,1,1,1,1,1,2,,,,2,,1,4,3,3,300,2100,2,1,2,2,1,1,2,2,2,2,1,2,3,52.63
991,212,2871,12,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,29,2,9017,VENUSTIANO CARRANZA,,,7,9017,CENTRO,,,1,8,12,30,14,0,2,0.0,,1,1.0,8.0,1.0,3,1,4,4,2,1,1,2,2,2,2,2,2,2,,,,2,,1,8,5,6,0,7500,4,1,2,2,2,2,2,2,2,2,2,2,4,32.36
992,213,2888,3,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,76,7,9017,,,,1,9017,,,,5,4,9,30,9,50,2,0.0,,2,0.0,,1.0,8,8,8,8,1,2,2,2,2,2,2,2,2,1,2.0,4.0,1.0,1,1.0,1,3,2,6,50,1500,2,1,2,1,1,2,2,2,2,2,2,2,3,19.85
993,213,2894,9,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,43,2,9017,ARENAL 1RA SECCION,,,1,9006,AGRICOLA PANTITLAN,,,5,2,14,0,14,30,2,0.0,,2,0.0,,2.0,1,1,1,9,5,2,2,2,2,2,2,2,2,2,,,,2,,1,8,5,5,30,999999,4,1,2,1,1,2,2,1,2,2,2,1,3,19.85
994,217,2946,2,IZTACCIHUATL,IZTACCIHUATL,IGANACIO ZARAGOZA,1,45,1,9017,,,,2,9017,,,,1,1,8,0,9,10,1,1.0,2.0,2,0.0,,2.0,4,4,4,4,8,2,2,2,2,2,2,2,2,2,,,,2,,1,1,1,0,500,4000,3,6,2,2,2,2,2,2,2,2,2,2,4,29.34
995,217,2956,12,IZTACCIHUATL,IZTACCIHUATL,IGANCIO ZARAGOZA,1,49,7,9017,BALBUENA,,,1,9017,BALBUENA,,,5,2,15,0,15,50,2,0.0,,2,0.0,,2.0,4,4,4,4,1,2,1,2,2,1,1,1,1,2,,,,1,1.0,1,8,4,1,300,999999,4,1,2,4,2,2,2,2,2,2,2,2,4,29.34
996,219,2965,1,AV TAHEL,NTC 190,,1,44,7,9017,PENSADOR,,,1,9017,PENSADOR,,,5,2,10,0,10,42,2,0.0,,2,0.0,,2.0,4,4,4,4,10,2,2,2,2,2,1,2,2,1,2.0,1.0,2.0,2,,1,4,3,3,0,999999,3,1,2,1,2,2,2,2,2,2,2,1,4,119.58
997,221,2991,6,AV. PE?ON,GRABADOS,FLORICULTURA,1,30,2,9015,CENTRO,TELAS PARISINA,,1,9017,AZTECA,CAFETERIA,,5,2,18,30,19,28,2,0.0,,2,0.0,,2.0,3,2,4,3,4,2,2,2,2,1,1,2,2,1,3.0,5.0,2.0,2,,1,5,4,3,100,6500,4,1,2,1,2,1,1,2,2,2,2,1,4,44.24
998,107,1690,7,PLUTARCO ELIAS CALLES,CALZADA DE LA VIGA,CALZADA XICALTONGO,1,27,1,9006,VIADUCTO,CORU?A,NORTE 1,2,9005,GUADALUPOE INSURGENTES,CALZADA GUADALUPE,VICTORIA,3,1,12,30,13,20,2,0.0,,1,6.0,8.0,1.0,2,1,4,4,10,2,1,2,1,1,1,2,2,2,,,,1,1.0,1,5,4,3,200,6800,4,1,2,4,2,2,2,2,2,2,2,2,6,90.93
999,107,1687,4,CALZADA DE LA VIGA,PLUTARCO ELIAS CALLES,CALZADA XICALTONGO,1,26,2,9006,BARRIO SAN FRANCISCO XICALTONGO,CERRADA XICALTONGO,CONGRESO DE LA UNION,7,9006,LA VIGA,VIADUCTO,PLUTARCO ELIAS CALLES,4,8,10,9,10,25,2,0.0,,2,0.0,,1.0,2,1,3,4,3,2,1,2,2,1,1,2,2,2,,,,1,2.0,1,4,3,3,150,3800,3,1,2,4,2,2,2,2,2,1,2,2,4,90.93
1000,106,1677,3,CONGRESO DE LA UNION,CONGRESO DE LA UNION,HIDALGO,1,31,1,9006,EL RANCHITO,,,3,9006,NUEVA SANTA ANITA,,,4,5,12,25,12,40,2,0.0,,2,0.0,,2.0,1,1,3,3,8,2,2,2,2,1,1,1,1,2,,,,1,1.0,2,5,4,3,50,999999,4,1,2,1,1,2,2,2,2,1,1,1,6,259.95
1001,103,1657,8,SUR 16,ORIENTE 217,,1,19,3,9006,AGRICOLA,,,1,9006,AGRICOLA ORIENTAL,,,5,2,12,22,12,50,2,0.0,,2,0.0,,1.0,4,4,4,4,4,1,1,1,1,1,1,1,1,2,,,,2,,1,5,3,2,100,999999,9,1,1,2,2,2,2,2,2,2,2,1,4,135.69
1002,107,1693,10,CALZADA DE LA VIGA,PLUTARCO ELIAS CALLES,CERRADA XICALTONGO,1,49,1,9006,BARRIO DE ZAPATLA,CHEVROLET,CONGRESO DE LA UNION,7,9006,BARRIO SAN FRANCISCO XICALTONGO,AVENIDA. RECREO,ZAPOTITLA,4,8,15,5,15,25,1,2.0,2.0,1,2.0,8.0,1.0,2,1,3,4,3,2,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,150,3500,3,1,2,2,2,1,2,2,2,2,2,2,4,90.93
1003,113,1765,7,TELECOMUNICACIOES,3,,1,64,7,9017,PANTITLAN,,,1,9007,FRENTES,,,5,2,14,30,16,45,1,1.0,4.0,2,0.0,,2.0,4,4,4,4,1,2,2,2,2,1,2,2,2,1,2.0,9.0,2.0,2,,1,5,4,3,100,999999,2,1,2,4,2,2,2,2,2,2,2,1,6,86.09
1004,115,1789,8,CAMINO ANTIGUA CULHUACAN,ARROLLO DE TLALOC,,1,22,1,9007,ESTRELLA DEL SUR,PUENTETITLA,,3,9007,LEYES DE REFORMA,,,5,3,13,45,14,15,1,2.0,4.0,1,1.0,8.0,1.0,4,4,4,4,7,2,1,2,2,1,1,2,1,2,,,,2,,1,5,3,2,50,999999,3,1,2,4,2,2,1,2,2,2,2,2,6,31.83
1005,115,1782,1,CAMINO ANTIGUO CULHUACAN,ARROLLO A TLALOS,,1,98,1,9007,FLORES MAGON,,,2,9007,FLORES MAGON,,,5,1,7,50,8,5,2,0.0,,2,0.0,,2.0,4,4,4,4,9,1,1,2,2,1,1,2,1,1,3.0,6.0,2.0,1,1.0,1,1,1,0,120,1300,2,1,2,4,1,2,1,2,2,2,2,1,4,31.83
1006,118,1833,7,AV. MICHOACAN,SUR 27,,1,18,1,9007,GUADALUPE DEL MORAL,MIGUEL HIDALGO,FERNANDO MONTES DE OCA,5,9007,LAS AMERICAS,PLUTARCO ELIAS CALLES,,5,10,15,20,15,50,2,0.0,,2,0.0,,1.0,3,1,2,3,5,2,2,2,2,1,2,2,2,2,,,,2,,1,5,3,2,0,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,148.34
1007,119,1846,7,ANILLO PERIFERICO,RADIODIFUSION,,1,43,1,9007,LEYES DE REFORMA,,,2,9007,RENOVACION,,,3,1,12,45,13,12,2,0.0,,2,0.0,,1.0,2,1,1,2,10,2,2,2,2,1,1,2,2,1,3.0,5.0,2.0,1,1.0,1,3,1,5,100,999999,3,1,2,4,2,2,2,2,2,2,1,2,4,62.14
1008,119,1849,11,ANILLO PERIFERICO,RADIODIFUSORA,,1,56,2,9007,LA CHINAMPA,,,2,9007,PUEBLA,,,3,8,10,30,12,0,2,0.0,,2,0.0,,2.0,1,2,2,1,10,1,1,1,2,1,1,1,1,1,2.0,3.0,2.0,1,1.0,1,4,3,3,150,5000,3,1,2,2,1,2,1,2,2,2,2,2,4,62.14
1009,118,1835,9,AV. MICHOACAN,SUR 27,,1,28,2,9007,NEZAHUALCOYOTL,EL MORAL,,1,15058,LAS AGUILAS,,,5,2,18,30,19,20,1,4.0,4.0,2,0.0,,2.0,4,4,4,4,6,2,1,2,2,1,1,2,1,2,,,,1,2.0,1,5,4,3,500,4000,3,1,2,4,1,2,2,2,2,2,2,1,3,148.34
1010,118,1830,4,AV. MICHOACAN,SUR 27,,1,20,1,9007,SANTA BARBARA,,,5,9007,,,,3,10,10,0,10,50,2,0.0,,1,1.0,8.0,2.0,3,3,3,3,4,2,2,1,2,2,2,2,2,2,,,,2,,1,4,3,3,200,999999,9,1,2,4,2,2,2,2,2,2,2,2,3,148.34
1011,122,1910,24,AV BENITO JUAREZ,JOAQUIN HERRERA,,1,39,3,9007,PUEBLO SANTA CRUZ,,,1,9007,PRESIDENTES DE MEXICO,,,4,2,19,30,19,48,1,1.0,2.0,2,0.0,,2.0,8,8,8,8,2,1,1,2,2,2,1,2,2,1,2.0,1.0,2.0,2,,2,7,4,2,100,999999,4,1,2,2,2,2,1,2,1,2,2,2,4,49.59
1012,124,1934,3,SANTA CRUZ MENEHUALCO,CALLE 39,,1,19,5,9007,SANTA CRUZ,,,1,9007,SANTA CRUZ,,,5,2,8,50,9,10,2,0.0,,2,0.0,,2.0,3,3,3,8,2,1,2,2,2,1,2,1,2,1,2.0,1.0,2.0,2,,1,4,3,3,50,3500,3,1,2,4,2,2,2,2,2,2,2,2,4,87.15
1013,124,1940,9,SANTA CRUZ MEYEHUALCO,CALLE 39,,1,18,1,9007,SANTA CRUZ,,,5,9007,SANTA CRUZ,,,5,10,10,25,11,0,1,1.0,2.0,2,0.0,,1.0,3,2,4,4,2,2,1,2,2,1,1,2,2,2,,,,2,,1,5,4,3,50,2800,2,1,2,4,2,2,2,2,2,2,2,2,4,87.15
1014,123,1921,10,EL VERGEL,INSURGENTES,,1,33,3,9007,SANTA MARIA,,,1,9007,LA ERA,,,5,5,14,50,15,15,2,0.0,,2,0.0,,1.0,4,4,4,4,4,2,1,2,2,1,1,1,1,2,,,,2,,2,5,4,3,80,999999,9,1,2,1,2,2,2,2,2,2,2,1,4,53.13
1015,127,2014,10,CALZADA IGNACIO ZARAGOZA,CALZADA IGNACIO ZARAGOZA,SENTIMIENTO DE LA NACION,1,83,4,9007,UH IZTAPALAPA,,,1,9007,EL SALADO,,,5,2,14,35,14,50,2,0.0,,2,0.0,,9.0,2,4,4,4,1,2,1,2,2,1,1,1,1,1,3.0,3.0,2.0,2,,1,3,2,6,988888,3000,2,1,2,4,2,2,2,2,2,2,2,2,4,86.09
1016,127,2020,16,CALZADA IGNACIO ZARAGOZA,CALZADA IGNACIO ZARAGOZA,SENTIMIENTO DE LA NACION,1,23,1,9007,UH IZTAPALAPA,,,4,9007,SALADO,,,1,4,19,30,19,40,2,0.0,,2,0.0,,2.0,3,3,4,3,4,1,1,2,2,1,1,1,2,2,,,,2,,2,5,4,3,50,8000,4,1,2,1,1,2,2,2,2,2,2,1,4,86.09
1017,127,2013,9,CALZADA IGNACIO ZARAGOZA,CALZADA IGNACIO ZARAGOZA,SENTIMIENTO DE LA NACION,1,34,1,9007,UH IZTAPALAPA,,,4,9007,,,,3,4,13,30,13,50,2,0.0,,2,0.0,,8.0,4,4,4,4,4,1,1,2,2,1,1,1,2,2,,,,1,1.0,2,4,3,3,100,7000,4,1,2,4,1,2,2,2,2,2,2,2,6,86.09
1018,126,2004,33,NI?OS HEROES,NI?OS HEROES,ERMITA IZTAPALAPA,1,32,1,9007,PUEBLO SANTA CRUZ,,,4,9007,,,,3,4,20,30,21,0,2,0.0,,2,0.0,,1.0,4,4,4,4,7,2,2,2,2,1,1,2,2,2,,,,2,,1,4,3,3,60,6000,3,1,2,4,2,2,2,2,2,2,2,2,4,61.72
1019,97,1556,3,AV 506,553,LORETO FAVELA,1,20,2,15033,CD AZTECAS,AV MEXICO,NR,7,9005,ARAGON,AV 569,AV 551,4,4,10,5,11,5,1,1.0,4.0,2,0.0,,1.0,4,4,4,4,1,1,1,1,2,1,1,1,2,1,2.0,3.0,2.0,1,1.0,1,5,3,2,300,4500,3,1,1,2,2,2,2,2,2,2,2,2,6,107.72
1020,97,1575,22,AV 506,AV 553,AV 555,1,68,1,9005,U SAN JUAN DE ARAGON,506,508,2,9005,U SAN JUAN DE ARAGON,555,557,4,1,19,50,20,8,2,0.0,,2,0.0,,1.0,1,1,3,1,10,2,1,2,2,1,1,2,2,1,1.0,3.0,2.0,1,1.0,1,3,2,6,200,2000,2,1,2,2,2,1,2,2,2,2,2,1,6,107.72
