id,punto_lev,id_unico,folio,calle_lev,calle_1,calle_2,resul,f1,p1,munori,p2_col,p2_ref1,p2_ref2,p3,mundes,p4_col,p4_ref1,p4_ref2,p5,p6,p7_hr,p7_min,p8_hr,p8_min,p9,p9_1,p10,p11,p11_1,p12,p13,p14_1,p14_2,p14_3,p14_4,p15,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p17,p17_1,p17_2,p17_3,p18,p19,p20,p21_nivel,nivel,p21_ano,p22,p23,p23_1,p24,p24_1,p25,p26_1,p26_2,p26_3,p26_4,p26_5,p26_6,p26_7,p26_8,p27,factor
2812,212,2870,11,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,74,1,9017,JARDIN BALBUENA,,,5,9017,JARDIN BALBUENA,,,5,10,13,30,13,40,1,1.0,4.0,2,0.0,,1.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2.0,1,5,3,2,70,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,32.36
2813,212,2885,26,AV DEL TALLER,AV DEL TALLER,FERNANDO IGLESIAS CALDERON,1,19,2,9017,BARDIN BALBUENA,,,1,9017,JARDIN BALBUENA,,,4,2,8,40,8,59,2,0.0,,2,0.0,,1.0,3,3,4,1,7,1,1,2,2,1,2,2,2,2,,,,2,,1,5,4,3,200,5000,3,1,2,4,2,2,2,2,2,2,2,2,4,32.36
2814,213,2893,8,TENOCHTITLAN,NEZAHUALPILLI,TENOCHTITLAN,1,64,4,9999,,,,1,9999,,,,5,2,13,30,14,15,2,0.0,,2,0.0,,2.0,9,9,9,9,5,2,2,2,2,1,1,2,2,2,,,,2,,2,5,4,3,30,3000,2,1,2,1,1,2,2,2,2,2,2,2,3,19.85
2815,214,2913,16,ERNESTO P URUCHURTA,FERNANDO ROMAN LUGO,FERNANDO LOPEZ ARIAS,1,14,2,9017,JARDIN BALBUENA,SANTANDER,BANCIOMER,1,9017,CARACOL,BODEGA AURRERA,REFACCIONARIA,5,2,15,40,16,25,2,0.0,,2,0.0,,2.0,1,2,2,2,5,1,1,2,2,2,1,1,2,1,1.0,3.0,2.0,1,1.0,1,8,4,1,50,5500,3,1,2,4,2,2,1,2,2,2,2,2,3,44.13
2816,215,2919,1,IGNACIO ZARAGOZA,75,73,1,40,2,9015,CENTRO,BELLAS ARTES,,1,15058,EL PALMAR,CANCHA DE FUTBOL RAPIDO,,5,2,8,15,9,20,2,0.0,,2,0.0,,2.0,2,2,4,4,10,1,2,2,2,1,1,2,1,1,3.0,3.0,2.0,2,,1,4,3,3,300,2500,2,1,2,4,2,2,2,2,2,2,2,1,3,60.07
2817,215,2929,12,IGNACIO ZARAGOZA,75,73,1,23,4,9017,IGNACIO ZARAGOZA,PANADERIA,,1,9017,IGNACIO ZARAGOZA,SALON DE FIESTAS,,5,4,19,10,19,30,2,0.0,,1,1.0,6.0,2.0,4,3,4,2,10,2,2,2,2,1,1,2,2,1,2.0,9.0,1.0,2,,2,4,3,3,50,3000,2,1,2,1,1,1,2,2,2,2,2,1,4,60.07
2818,217,2948,4,GALINDO Y VILLA IZTACCIHUATL,GALINDO Y VILLA,IGANCIO ZARAGOZA,1,27,1,9017,BALBUENA,,,2,9017,BALBUENA,,,2,1,10,5,10,30,2,0.0,,2,0.0,,2.0,4,4,4,4,6,2,1,2,2,2,2,2,2,2,,,,2,,1,5,4,3,200,999999,4,1,2,4,2,2,2,2,2,2,2,1,4,29.34
2819,217,2955,11,GALINDO Y VILLA IZSTACCIHUATL,GALINDO Y VILLA,IGANCIO ZARAGOZA,1,64,2,9017,SANTA CRUZ,,,4,9017,SANTA CRUZ,,,4,4,14,14,15,35,1,1.0,4.0,2,0.0,,1.0,1,1,3,4,1,1,1,2,2,1,1,2,1,1,2.0,5.0,2.0,1,1.0,1,8,5,4,83,999999,9,1,2,4,1,2,2,2,2,2,2,2,4,29.34
2820,217,2960,16,GALINDO Y VILLA IZTACCCIHUATL,GALINGO Y VILLA,IGNACIO ZARAGOZA,1,38,2,9017,BALBUENA,,,1,9017,MOCTEZUMA,,,5,2,16,20,17,0,2,0.0,,2,0.0,,2.0,9,4,4,4,7,2,1,2,2,1,1,2,2,2,,,,2,,1,5,4,3,300,999999,4,1,2,2,1,2,2,2,2,2,1,2,4,29.34
2821,219,2967,3,DALIA,JOSEFA ORTIZ DE DOMINGIEZ,DALIA,1,21,3,9013,SAN ESTEBAN,,,1,9013,SAN ESTEBAN,,,5,2,11,50,12,20,1,1.0,4.0,2,0.0,,1.0,2,4,4,4,2,1,2,2,2,1,2,2,2,1,2.0,9.0,1.0,1,1.0,1,5,3,1,100,3000,2,1,2,2,2,2,2,2,2,2,2,2,4,119.58
2822,219,2969,4,AV TAHEL,NTC 190,,1,21,1,9017,PENSADOR MEXICANO,,,7,9017,PENSADOR MEXICANO,,,1,6,14,35,14,57,1,1.0,1.0,2,0.0,,1.0,4,3,4,4,7,2,1,1,2,1,1,2,2,1,2.0,9.0,1.0,1,2.0,2,5,4,3,50,999999,9,1,2,1,1,2,2,2,2,2,2,1,5,119.58
2823,220,7,1,EDUARDO MOLINA,ALUMINIO,,1,32,1,15033,LAS VEGAS XALOSTOC,,,2,9014,NARVARTE,,,2,1,8,0,9,0,2,0.0,,2,0.0,,2.0,1,1,1,1,10,2,1,2,2,2,2,2,2,1,3.0,6.0,2.0,1,2.0,1,4,2,2,50,999999,9,1,2,1,2,2,2,2,2,2,2,2,1,167.11469681
2824,221,2987,2,AV. PE?ON,GRABADOS,FLORICULTURA,1,68,4,9017,PE?ON DE LOS BA?OS,TIENDA DE ABARROTES,,4,9015,CENTRO,REFACCIONARIA,,4,4,10,48,11,15,2,0.0,,2,0.0,,2.0,4,4,4,4,8,2,2,2,2,2,2,2,2,1,2.0,5.0,2.0,1,1.0,1,5,4,3,100,1000,1,1,2,1,1,1,2,2,2,2,2,1,4,44.24
2825,223,3004,4,CONGRESO DE LA UNION,ROA BERCENAS,,1,35,2,9017,SEVILLA,MERCADO DE JAMAICA,,6,9017,ALVARO OBREGON,,,4,8,13,55,14,25,2,0.0,,2,0.0,,1.0,1,1,2,3,7,2,1,2,2,1,2,2,1,2,,,,1,1.0,1,3,1,3,50,5500,3,1,2,2,1,2,2,2,2,1,1,1,4,137.57
2826,223,3007,7,CONGRESO DE LA UNION,ROA BARCENAS,,1,25,1,9017,SEVILLA,,,3,9015,PERALVILLO,,,5,3,16,40,17,15,2,0.0,,2,0.0,,1.0,1,1,1,2,1,2,2,2,1,1,1,1,1,2,,,,2,,1,8,4,1,50,999999,9,1,2,4,2,2,1,2,2,2,1,1,4,137.57
2827,223,3011,11,CONGRESO DE LA UNION,ROA BARCENAS,,1,52,2,9002,FERROCARRIL HODALGO,,,1,9017,JAMAICA,,,5,2,18,0,19,0,1,2.0,2.0,2,0.0,,2.0,1,1,4,4,10,2,1,2,2,1,2,1,1,2,,,,2,,1,3,1,4,300,999999,4,1,2,2,1,1,1,2,2,1,2,2,6,137.57
2828,224,3012,1,AV DEL TRABAJO Y EJE TEPITO,JARDINEROS,REP DE COSTARRICA,1,36,1,9015,LA OBRERA,EJE LAZARO CARDENAS,UN GASOLINERIA,2,9017,20 DE NOVIEMBRE,VIAS DE FERROCARRIL,LOCAL DE VULCANIZADORA,4,1,7,15,9,0,2,0.0,,2,0.0,,1.0,1,2,4,2,2,2,2,2,2,1,2,2,1,2,,,,1,1.0,1,5,3,2,400,4000,3,1,2,4,1,2,1,2,2,2,2,1,4,149.38
2829,226,156,13,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,27,3,9012,,,,1,9007,LOS ANGELES,,,5,2,14,10,15,0,2,0.0,,2,0.0,,1.0,4,4,4,3,2,1,1,2,2,1,1,1,1,2,,,,1,2.0,1,5,4,3,30,6000,3,1,2,1,2,2,2,2,2,2,2,1,6,57.67881618
2830,226,188,19,ANILLO PERIFERICO,MIRADOR DEL PARQUE CUEMANCO,,1,17,3,9013,NATIVITAS,,,1,9013,NATIVITAS,,,4,2,16,30,17,30,2,0.0,,2,0.0,,2.0,4,4,4,4,5,1,1,1,1,1,1,1,2,2,,,,2,,1,5,3,2,500,999999,2,1,2,4,2,2,1,2,2,2,2,2,6,57.67881618
2831,226,17,2,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,36,1,9013,,,,4,9013,,MERCADO PLANTAS,,4,4,10,0,10,45,1,1.0,2.0,1,1.0,7.0,2.0,2,2,4,3,6,2,2,2,2,1,1,2,2,2,,,,1,1.0,1,5,4,3,50,999999,2,1,2,4,2,2,1,2,2,2,2,2,6,57.67881618
2832,127,2009,5,CALZADA IGNACIO ZARAGOZA,CALZADA IGNACIO ZARAGOZA,SENTIMIENTO DE LA NACION,1,45,1,9007,UH IZTAPALAPA,,,7,9007,IZTAPALAPA,,,4,10,10,0,10,10,2,0.0,,2,0.0,,9.0,4,4,4,4,10,2,2,2,2,2,2,2,2,1,2.0,9.0,1.0,1,1.0,1,5,4,3,100,999999,3,1,2,2,2,2,1,2,2,2,2,2,4,86.09
2833,128,2026,6,AVILA CAMACHO,5,,1,20,1,9007,LOPEZ PORTILLO,VULCANIZADORA,,4,9007,LOPEZ PORTILLO,FARMACIA SIMILARES,PASTES BETTY,5,4,12,45,13,0,1,1.0,2.0,2,0.0,,2.0,4,4,4,4,8,2,2,2,2,2,2,2,2,2,,,,2,,2,5,4,3,10,1000,1,1,2,4,2,2,2,2,2,2,2,2,3,122.17
2834,130,2051,14,AV. FRANCISCO TLALTENCO,AV. FRANCISCO TLALTENCO,AZTECAS,1,46,1,9011,METROPOLITANA,,,2,9007,REFORMA POLITICA,,,5,1,11,14,11,45,2,0.0,,2,0.0,,2.0,2,1,3,2,3,2,2,2,2,2,2,1,2,1,2.0,4.0,2.0,1,1.0,1,4,3,3,50,999999,3,1,2,1,2,2,2,2,2,2,2,2,4,51.3
2835,131,2091,13,AV DEL ARBOL,CHINARA,,1,73,1,9007,CONSEJO AGRARISTA,,,7,9007,DEPORTIVO,,,4,6,14,40,14,55,2,0.0,,1,1.0,7.0,2.0,4,4,4,4,2,1,1,2,2,1,1,2,2,1,2.0,5.0,2.0,1,1.0,1,9,5,3,200,999999,6,1,2,4,2,2,2,2,2,2,2,1,4,52.82
2836,131,2079,1,AV ARBOL,CHINARA,,1,28,1,9007,MIXCOAC,,,7,9007,DESARROLLO URBANO,,,2,6,8,55,9,8,2,0.0,,2,0.0,,1.0,3,4,4,3,9,1,1,2,2,1,2,2,1,1,2.0,9.0,1.0,1,1.0,1,4,2,1,600,999999,3,1,2,2,2,2,1,2,2,2,2,2,4,52.82
2837,131,2093,15,AV DEL ARBOL,CHINARA,,1,14,3,9007,,,,1,9007,EL CHAMIZAL,,,3,2,15,50,16,15,2,0.0,,2,0.0,,2.0,8,8,8,8,9,2,2,2,2,1,1,2,2,2,,,,1,1.0,1,4,3,3,988888,999999,9,1,2,2,2,2,1,2,2,2,2,1,4,52.82
2838,131,2089,11,AV DEL ARBOL,CHINARA,,1,15,1,9007,EL TRIANGULO,,,5,9011,LA NOGALERA,,,5,10,13,56,14,20,1,1.0,2.0,1,1.0,6.0,1.0,4,4,4,4,2,1,2,1,2,1,1,1,1,2,,,,2,,1,4,3,3,30,999999,2,1,2,4,2,2,1,2,2,2,2,1,6,52.82
2839,131,2097,19,AV DEL ARBOL,CHINARA,,1,80,1,9007,TRIANGULO,,,4,9007,TRIANGULO,,,4,4,20,6,20,15,2,0.0,,2,0.0,,2.0,8,8,8,8,1,2,2,2,2,2,2,2,2,2,,,,2,,1,3,1,4,0,999999,2,1,2,4,2,2,2,2,2,2,2,2,4,52.82
2840,132,2106,9,AV. VILLA FRANQUEZA,1ER RETORNO DE VILLA FRANQUEZA,,1,15,1,9007,TENORIOS,,,2,9007,DESARROLLO,,,5,1,9,0,10,20,1,1.0,4.0,1,1.0,6.0,2.0,3,4,4,4,2,1,2,2,2,1,2,2,2,2,,,,2,,1,3,2,6,500,1000,1,1,2,4,2,2,2,2,2,2,2,2,4,34.01
2841,132,2104,7,AV. VILLA FRANQUEZA,1ER RETORNO DE VILLA FRANQUEZA,,1,14,1,9007,DESARROLLO URBANO QUETZALCOATL,,,2,9007,,,,4,8,9,0,11,30,2,0.0,,2,0.0,,1.0,4,4,4,4,2,1,2,2,2,2,2,2,2,2,,,,2,,1,4,2,2,50,999999,9,1,2,2,1,2,2,2,2,2,2,2,4,34.01
2842,132,2108,11,AV. VILLA FRANQUEZA,1ER RETORNO DE VILLA FRANQUEZA,,1,60,1,9007,SANTA CRUZ,,,7,9007,DESARROLLO URBANO,,,8,6,10,0,10,30,1,3.0,4.0,1,3.0,6.0,1.0,4,4,4,4,1,1,1,2,2,1,1,2,2,2,,,,1,1.0,1,5,4,3,30,2000,2,1,2,4,2,2,2,2,2,2,2,2,4,34.01
2843,132,2140,44,AV. VILLA FRANQUEZA,1ER RETORNO DE VILLA FRANQUEZA,,1,17,1,9007,DESARROLLO URBANO,,,4,9007,DESARROLLO,,,4,4,17,50,18,10,2,0.0,,2,0.0,,1.0,4,4,4,4,2,1,2,2,2,1,2,1,2,2,,,,2,,1,5,3,2,500,900,1,1,2,4,2,2,2,2,2,2,2,2,4,34.01
2844,138,2168,8,AV. SAN JERONIMO,AV. OJO DE AGUA,,1,27,2,9008,SAN BERNABE,,,1,9008,LAS CRUCES,,,5,2,14,50,15,15,1,3.0,4.0,2,0.0,,1.0,4,4,4,4,8,1,1,2,2,1,1,1,1,1,2.0,6.0,2.0,1,2.0,1,8,5,5,200,6500,4,1,2,2,2,2,1,2,2,2,2,2,3,8.66
2845,140,2183,5,SAN LUIS,PROLONGACION LAS TORRES,,1,54,1,9002,SAN BERNABE,,,2,9008,,,,4,1,10,15,10,35,1,2.0,4.0,1,2.0,8.0,2.0,1,2,3,3,2,2,2,2,2,1,1,1,1,2,,,,2,,1,5,4,3,120,999999,3,1,2,1,2,2,1,2,2,2,2,1,3,12.2
2846,142,2223,7,BOULEVARD ADOLFO LOPEZ MATEOS,BOULEVARD ADOLFO LOPEZ MATEOS,AV SAN JERONIMO,1,34,2,9015,LAS GRULLAS,,,4,9010,,AV TOLUCA,,1,9,11,0,13,20,2,0.0,,2,0.0,,1.0,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2.0,7.0,8.0,1,1.0,1,4,3,3,150,999999,4,1,2,4,2,1,2,1,2,2,2,2,3,20.55
2847,143,2233,2,MEXICO TACUBA,LAGO TANA,LAGO SUPERIOR,1,22,4,9016,HUICHAPAN,CENTRO COMERCIAL SORIANA,,1,9016,HUICHAPAN,,,5,4,11,20,11,45,1,1.0,4.0,2,0.0,,8.0,2,1,4,4,6,2,2,2,2,2,1,2,2,2,,,,2,,2,5,4,3,988888,8000,4,1,2,2,1,2,1,2,2,2,2,2,3,67.45
2848,143,2238,7,MEXICO TACUBA,LAGO TANA,LAGO SUPERIOR,1,18,1,9016,HUICHAPAN,TIENDA OXXO,,3,9016,ANAHUAC,GASOLINERA,,5,3,15,0,15,20,1,1.0,2.0,2,0.0,,1.0,2,1,2,4,4,2,1,2,2,1,1,1,2,2,,,,1,1.0,1,5,4,3,150,999999,9,1,2,4,2,2,1,2,2,2,2,1,4,67.45
2849,145,2256,4,CARRILLO PUERTO,CARRILLO PUERTO,MARINA NACIONAL,1,40,1,9016,CENTRO,,,2,9016,CENTRO,,,4,1,10,50,11,40,1,1.0,2.0,1,1.0,6.0,1.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,1,2.0,1,5,4,3,120,999999,3,1,2,1,2,2,2,2,2,2,2,1,3,36.04
2850,145,2255,3,CARRILLO PUERTA MARINA NACIONAL,CARRILLO PUERTO,MARINA NACIONAL,1,50,1,9016,ANAHUAC,OXXO,,3,9015,CENTRO,,,3,1,10,15,10,58,2,0.0,,2,0.0,,1.0,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2.0,3.0,2.0,2,,1,8,5,5,200,999999,9,1,2,1,2,2,2,2,2,2,2,2,3,36.04
2851,145,2265,13,CARRILO PUERTO MARINA NACIONAL,CARRILLO PUERTO,MARINA NACIONAL,1,25,2,9015,CENTRO,,,4,9016,PENSIL,,,4,4,17,0,19,0,1,1.0,2.0,2,0.0,,2.0,2,2,3,4,1,2,1,2,2,1,1,2,2,1,2.0,7.0,1.0,2,,1,5,4,3,100,999999,3,1,2,4,2,2,2,2,2,2,2,2,6,36.04
2852,145,2266,14,FELIPE CARRILLO PUERTO MARINA NACIONAL,CARRILO PUERTO,MARINA NACIONAL,1,28,2,9015,CENTRO,,,1,9016,CENTRO,,,5,2,7,0,99,99,1,1.0,2.0,9,0.0,,1.0,1,2,4,3,10,2,2,2,2,2,1,1,2,2,,,,2,,1,8,5,5,150,999999,4,1,2,1,2,2,2,2,2,2,2,1,3,36.04
2853,146,2283,16,MARINA NACIONAL,LAGUNA DE SAN CRISTOBAL,LAGUNA DE TERMINOS,1,35,3,9016,ANAHUAC,,,1,9016,ANAHUAC,,,5,2,14,0,14,28,1,2.0,4.0,1,1.0,6.0,8.0,2,1,3,3,7,2,1,2,2,1,1,1,2,2,,,,2,,1,3,2,6,988888,999999,9,1,2,4,2,2,2,2,2,2,2,2,6,111.63
2854,146,2275,7,AV. MARINA NACIONAL,LAGUNA DE SAN CRISTOBAL,LAGUNA DE TERMINOS,1,32,7,9016,POPOTLA,,,1,9016,ANAHUAC,,,5,6,10,50,11,28,1,6.0,4.0,1,3.0,8.0,1.0,1,1,3,4,4,2,1,2,2,1,1,1,1,2,,,,2,,2,8,5,5,100,14000,5,1,2,4,2,2,2,2,2,2,2,2,2,111.63
2855,146,2284,16,AV. MARINA NACIONAL,LAGUNA DE SAN CRISTOBAL,LAGUNA DE TERMINOS,1,37,2,9016,ANAHUAC,PEMEX,,1,9016,PENSIL,LAGO TITICACA,,5,2,16,38,17,15,2,0.0,,2,0.0,,2.0,2,1,3,2,8,2,1,2,8,2,1,2,9,2,,,,2,,1,4,2,2,70,2500,2,1,2,1,2,2,2,2,2,2,2,1,6,111.63
2856,148,2300,8,VOGOS,PEDREGAL,,1,58,1,15070,TECAMACHALCO,CARR TEXCOCO,TIENDA,2,9016,LOMAS DE CHAPULTEPEC,,,5,1,14,0,16,0,2,0.0,,2,0.0,,1.0,2,1,2,2,10,2,2,2,2,2,2,2,2,2,,,,2,,1,4,3,3,200,6800,4,1,2,1,2,2,2,2,2,2,2,2,4,16.77
2857,154,2329,2,CASTILLO DE WINDSOR,REFORMA,,1,27,1,9016,LOMAS REFORMA,REFORMA,PACIO DE VERSALLES,2,9016,LOMAS REFORMA,AV. REFORMA,ESQ. CASTILLO DE CHAPULTEPEC,4,1,11,0,12,0,2,0.0,,1,1.0,6.0,1.0,1,1,2,1,2,2,1,2,2,1,1,2,2,2,,,,2,,1,4,3,3,100,5000,3,1,2,1,2,2,2,2,2,2,2,2,6,25.15
2858,156,2341,2,LAGUNA DE MAYRAN,MARINA NACIONAL,LAGO CHAPALA,1,29,1,9016,MARIANO ESCOBEDO,LAGO ISEO,,5,9016,ANAHUAC ISECO,LAGO ALBERTO,,5,10,10,10,10,48,2,0.0,,2,0.0,,2.0,2,3,4,2,11,1,1,1,2,1,1,1,2,2,,,,2,,2,7,4,3,500,8500,4,1,2,4,1,2,2,2,2,2,2,1,6,92.55
2859,156,2347,8,LAGUNA DE MAYRAN,MARINA NACIONAL,LAGO CHAPALA,1,41,1,9016,SAN HIPOLITO,LAGUNA MAYRAN,MARINA NACIONAL,2,9016,SAN HIPOLITO,LAGUNA MAYRAN,,4,1,13,38,14,0,2,0.0,,2,0.0,,1.0,2,2,2,2,7,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1,1.0,1,4,3,3,200,3000,2,1,2,4,1,2,2,2,2,2,2,2,3,92.55
2860,157,2351,3,AV EJERCITO NACIONAL,LAGO VICTORIA,TENNYSON,1,32,1,15051,TOZCANO,PLAZA,CLUB,2,9016,AMPLIACION GRANADAS,EJERCITO NACIONAL,,1,1,7,20,8,36,2,0.0,,2,0.0,,2.0,4,4,4,1,7,2,1,2,2,1,1,2,2,2,,,,2,,2,8,5,4,80,15000,5,2,2,4,2,2,1,2,2,2,2,2,4,91.13
2861,157,2361,13,AV EJERCITO NACIONAL,VICTORIA,ARISTOTELES,1,52,2,9016,POLANCO,FUENTES PETROLERAS,,1,15057,REMEDIOS,CRUZ ROJA,,4,2,11,0,12,0,2,0.0,,2,0.0,,2.0,4,4,1,1,1,1,1,2,1,1,1,1,1,2,,,,2,,1,4,3,3,150,999999,3,1,2,4,2,2,1,2,2,2,2,2,4,42.39
2862,157,2365,17,AV EJERCITO NACIONAL,LAGO VICTORIA,EUGENIO SEU,1,27,2,9016,POLANCO,LOJASK,ESCUELA,7,9015,SAN RAFAEL,VOLKWAGEN CENTRAL,POLAR,1,8,13,15,13,50,2,0.0,,2,0.0,,1.0,1,1,1,1,7,2,2,2,2,2,2,1,2,2,,,,2,,1,5,4,3,70,12500,5,1,2,2,2,2,1,2,2,2,2,2,4,42.39
2863,160,2412,3,ANDRES BELLO,ESQUINA ELIOT,CALZADA CHIVATITO,1,24,2,9016,POLANCO,PARQUE LINCON,PARQUE,2,9016,POLANCO VI SECCION,OFICINAS,AUDITORIO,4,8,11,40,12,5,1,1.0,4.0,1,1.0,8.0,1.0,4,1,4,4,1,1,1,2,2,1,2,2,2,1,2.0,9.0,1.0,1,1.0,1,5,4,3,150,10000,5,1,2,4,2,2,2,2,2,2,2,2,4,94.58
2864,161,2422,3,PARQUE LIRA,JOSE MORAN,,1,23,1,9010,BELLAVISTA,HOSPITAL CANARIO,CAMINO REAL TOLUCA,2,9016,POLANCO,HARD ROCK,,4,1,9,10,9,50,2,0.0,,2,0.0,,1.0,2,2,4,4,10,2,1,2,2,1,1,2,1,1,2.0,5.0,2.0,2,,1,5,4,3,999999,4500,3,1,2,4,2,2,2,2,2,2,2,2,4,60.42
2865,161,2420,1,JOSE MORAN,PARQUE LIRA,,1,26,2,9016,SA MIGUEL CHAPULTEPEC,IGNACIO ESTEBAN,PARQUE LIRA,7,9016,SAN MIGUEL CHAPULTEPEC,REBOLLAR,,4,8,8,48,9,15,2,0.0,,2,0.0,,1.0,4,1,8,4,6,1,1,2,2,1,1,1,1,2,,,,1,1.0,1,4,3,3,500,3000,2,1,2,2,2,1,2,2,2,2,2,1,1,60.42
2866,163,190,19,AV. MORELOS,FRAY SERVANDO TERESA DE MIER,,1,23,2,9009,NOXCALCO MILPA ALTA,,,1,9009,TECOMITL,,,5,2,19,30,20,5,1,2.0,1.0,2,0.0,,2.0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,1,1.0,1,4,2,2,800,1000,1,1,2,4,2,2,1,2,2,2,2,2,4,40.38051541
2867,163,35,3,AV. MORELOS,FRAY SERVANDO TERESA DE MIER,,1,62,1,9011,TETALCO,,,2,9009,SAN FRANCISCO,,,5,1,8,15,8,45,1,1.0,4.0,2,0.0,,2.0,8,8,8,8,1,2,2,2,2,1,1,2,1,2,,,,2,,1,3,2,6,300,4000,3,1,2,1,2,2,2,2,2,2,2,2,4,40.38051541
2868,167,2455,4,AV. JALISCO PONIENTE,VILLA HERMOSA,,1,38,2,9009,SANTA MARTHA,,,1,9009,SANTA MARTHA,,,4,2,18,0,18,28,2,0.0,,2,0.0,,2.0,4,4,3,4,1,1,1,1,2,1,1,1,1,2,,,,9,,1,4,3,3,100,3000,2,1,2,4,2,2,2,2,2,2,2,2,6,56.56
2869,167,2454,3,JOSE LOPEZ PORTILO,MARIANO MATAMOROS,,1,40,5,9009,AV. JUAREZ,,,1,9009,AV. JUAREZ,,,9,2,15,10,15,40,2,0.0,,2,0.0,,2.0,4,9,4,4,1,2,2,8,9,1,2,1,1,1,2.0,1.0,2.0,1,1.0,1,3,2,6,200,3000,2,1,2,4,2,2,2,2,2,2,2,2,3,56.56
2870,170,2472,13,AN MIGUEL HIDALGO,NI?OS HEROES,,1,38,1,9009,SAN PEDRO,,,4,9009,SAN PEDRO,,,4,4,14,48,14,59,2,0.0,,2,0.0,,2.0,1,1,4,4,5,2,2,2,2,2,2,2,1,1,2.0,9.0,1.0,2,,1,8,5,5,20,15000,5,1,2,4,2,2,2,2,2,2,2,2,4,31.65
2871,171,2483,1,AV. MORELOS,MORELOS,TEPECUENTECH,1,28,7,9009,SAN SALVADOR SECCION 2,,,1,9009,EL SALVADOR,,,5,2,9,39,10,25,1,3.0,4.0,1,2.0,6.0,2.0,3,4,4,4,7,1,2,2,2,1,1,1,1,1,2.0,2.0,1.0,1,1.0,1,4,3,3,200,3800,3,1,2,4,2,2,2,2,2,2,2,2,3,24.59
2872,226,201,29,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,23,2,9003,,,,1,9007,JARDINES DE  SAN LORENZO,,,5,2,17,30,18,20,2,0.0,,2,0.0,,1.0,3,4,4,3,1,1,2,2,2,1,1,2,2,2,,,,2,,1,8,4,3,200,4000,3,1,2,4,1,2,2,2,2,2,2,1,6,57.67881618
2873,226,197,25,ANILLO PERIFERICO,ANILLO PERIFERICO,,1,17,7,9003,AMILIANO ZAPATA,,,1,9013,XOCHIMILCO CENTRO,,,5,2,17,30,18,20,1,1.0,4.0,2,0.0,,2.0,3,3,3,3,2,1,1,2,2,1,2,2,2,2,,,,8,,1,5,4,3,70,999999,4,1,2,4,2,2,1,2,2,2,2,1,6,57.67881618
2874,227,172,15,CANAL DEL RECODO,CANAL DEL RECODO,CAMINO A LA SIENEGA,1,48,2,9013,SANTIAGO,LA CONOA,,1,9013,CHINAMPAS,CAMINO A LA SIENEGA,,4,2,16,20,17,30,2,0.0,,2,0.0,,2.0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,,,,2,,1,1,1,99,200,4000,3,3,2,1,2,2,1,2,2,2,2,2,4,105.29944374
2875,227,139,10,CANAL DEL RECODO,CANAL DEL RECODO,CAMINO DEL SIENEGA,1,50,3,9012,CUEMANCO,CRUZ ROJA,,1,9013,BARRIO 18 DE MARZO,RECODO,TESHUILO,4,2,13,30,14,18,2,0.0,,2,0.0,,1.0,1,3,8,4,2,2,2,2,2,2,2,2,2,1,2.0,9.0,1.0,2,,1,3,2,6,200,3000,2,1,2,1,1,2,2,2,2,2,2,1,4,105.29944374
2876,229,24,2,JOSEFA ORTIZ DE DOMINGUEZ,DALIA,,1,30,1,9013,BARRIO SAN JUAN,,,2,9013,SAN DIEGO,,,4,1,8,0,9,15,2,0.0,,2,0.0,,1.0,4,4,4,4,2,1,1,1,2,1,2,2,1,2,,,,2,,1,4,3,3,999999,999999,9,1,2,4,2,2,2,2,2,2,2,2,3,202.95562928
2877,230,46,3,AV. NUEVO LEON,CD. TULAPA,,1,67,2,9013,SAN LORENZO,,,6,9013,SAN JUAN,,,4,8,11,45,12,20,2,0.0,,2,0.0,,2.0,1,1,1,1,1,2,1,2,8,1,1,2,1,2,,,,1,1.0,1,3,1,3,100,988888,9,1,1,2,2,2,2,2,2,2,2,1,4,357.64426454
2878,234,3119,7,SAN PABLO,CONSTITUCION,,1,24,4,9013,SANTIAGO,,,3,9013,SANTIAGO,,,1,3,12,45,13,16,1,2.0,2.0,2,0.0,,1.0,2,4,4,4,2,2,2,2,2,1,1,2,2,1,2.0,9.0,1.0,1,1.0,1,8,5,4,160,999999,3,1,2,1,2,2,2,2,2,2,2,1,4,110.55
2879,234,3126,14,SAN PABLO,CONSTITUCION,,1,31,1,9013,SAN PABLO,,,7,9013,SAN PABLO,,,4,9,18,0,18,22,1,1.0,2.0,2,0.0,,1.0,4,4,4,4,2,2,2,2,2,2,1,2,2,1,1.0,3.0,2.0,2,,2,7,4,3,40,999999,3,1,2,1,2,2,2,2,2,2,2,2,4,110.55
